140	1737	1
789	1589	1
53	368	1
89	1171	1
342	1851	1
680	23	1
95	1001	1
174	1028	1
712	1851	1
72	1380	1
280	566	1
617	939	1
672	1801	1
717	2045	1
794	705	1
280	1215	1
578	1210	1
179	843	1
104	30	1
85	1845	1
153	1321	1
342	23	1
774	1722	1
94	1028	1
712	275	1
102	942	1
773	1388	1
271	615	1
774	763	1
578	1137	1
316	1893	1
476	1465	1
55	1020	1
739	395	1
814	1265	1
765	739	1
17	739	1
208	1761	1
789	1604	1
753	60	1
327	1139	1
61	978	1
590	1853	1
780	273	1
726	64	1
222	329	1
672	2079	1
717	1922	1
20	1536	1
544	1959	1
132	996	1
208	1147	1
353	57	1
637	1001	1
767	496	1
342	1801	1
617	1000	1
353	837	1
709	745	1
392	585	1
676	1263	1
672	692	1
672	906	1
585	976	1
576	224	1
807	751	1
574	322	1
740	1620	1
72	1642	1
772	261	1
263	1758	1
550	1812	1
765	1599	1
374	264	1
56	1335	1
688	27	1
466	1163	1
351	428	1
496	1247	1
256	958	1
544	1852	1
277	679	1
659	1159	1
210	1212	1
222	2008	1
121	700	1
208	1420	1
717	1667	1
680	185	1
783	197	1
747	839	1
765	64	1
342	1725	1
222	1422	1
774	2063	1
723	1862	1
104	767	1
525	600	1
262	658	1
271	275	1
145	1752	1
309	1788	1
271	1458	1
362	1501	1
774	917	1
815	1782	1
692	808	1
446	1243	1
712	1151	1
126	2002	1
364	415	1
680	1599	1
414	582	1
266	867	1
677	2065	1
501	20	1
418	1389	1
98	1794	1
280	867	1
494	578	1
701	337	1
54	296	1
765	237	1
312	1974	1
591	253	1
773	1064	1
801	637	1
260	1871	1
494	1621	1
143	1335	1
765	1288	1
439	1380	1
628	1875	1
446	2062	1
342	50	1
446	455	1
466	400	1
353	1779	1
628	1851	1
696	1353	1
518	806	1
195	1792	1
609	919	1
271	920	1
120	1265	1
808	1620	1
148	126	1
470	1211	1
179	1880	1
494	1472	1
441	1311	1
488	1878	1
617	1570	1
15	870	1
140	1540	1
185	978	1
701	1584	1
762	840	1
335	459	1
628	275	1
441	1061	1
427	1887	1
645	55	1
491	230	1
446	338	1
564	605	1
692	468	1
149	234	1
645	1130	1
594	1348	1
345	496	1
582	210	1
104	791	1
397	1633	1
420	1211	1
8	1551	1
158	1380	1
285	850	1
476	1643	1
692	245	1
595	1147	1
143	245	1
187	2047	1
397	1584	1
494	1725	1
726	1782	1
220	1122	1
393	125	1
694	136	1
86	49	1
285	1211	1
706	755	1
208	1517	1
695	93	1
140	1616	1
595	809	1
216	593	1
518	1086	1
533	1899	1
812	683	1
432	417	1
756	1517	1
273	391	1
33	395	1
219	75	1
356	64	1
434	1333	1
271	809	1
446	748	1
147	1947	1
66	1068	1
285	1951	1
599	978	1
608	273	1
140	444	1
325	978	1
494	329	1
414	881	1
694	2030	1
1	1204	1
694	625	1
622	1284	1
87	614	1
670	713	1
271	735	1
672	668	1
19	1440	1
73	351	1
808	981	1
185	261	1
72	1643	1
334	311	1
726	1388	1
812	774	1
237	1724	1
120	597	1
88	963	1
783	968	1
769	417	1
242	1621	1
630	32	1
188	415	1
787	461	1
219	1223	1
456	1411	1
112	454	1
554	2046	1
550	391	1
491	1544	1
783	221	1
325	923	1
126	257	1
751	507	1
694	546	1
271	73	1
731	1006	1
814	1373	1
676	328	1
691	874	1
788	1579	1
572	701	1
693	1796	1
45	596	1
494	1572	1
327	906	1
124	1916	1
337	496	1
694	538	1
327	444	1
756	1562	1
671	608	1
808	185	1
701	670	1
609	1239	1
446	598	1
72	837	1
658	1215	1
323	1293	1
578	1547	1
392	546	1
271	1646	1
165	1920	1
416	1001	1
342	98	1
179	643	1
814	2108	1
19	181	1
98	23	1
3	321	1
701	713	1
514	20	1
807	1043	1
96	1144	1
553	1920	1
801	598	1
152	105	1
392	1700	1
256	1866	1
335	698	1
335	734	1
672	989	1
402	956	1
578	2106	1
524	261	1
8	71	1
204	1046	1
263	43	1
312	50	1
815	856	1
418	1573	1
296	496	1
170	1061	1
61	496	1
334	197	1
774	799	1
271	1102	1
491	1689	1
814	1650	1
814	346	1
476	1126	1
179	1898	1
801	592	1
323	1643	1
518	1164	1
808	809	1
659	59	1
717	1952	1
539	1021	1
271	582	1
446	106	1
812	2114	1
397	789	1
574	1353	1
208	33	1
694	1805	1
432	2031	1
56	1528	1
414	192	1
658	1549	1
694	1187	1
170	1720	1
259	64	1
788	484	1
787	523	1
473	1793	1
636	1782	1
60	679	1
256	64	1
376	528	1
680	197	1
271	529	1
45	582	1
764	878	1
45	442	1
8	12	1
612	261	1
469	755	1
312	311	1
428	1679	1
266	1000	1
491	1398	1
217	1188	1
390	658	1
259	705	1
755	1568	1
460	1281	1
628	870	1
164	1620	1
819	580	1
597	2011	1
45	332	1
45	715	1
712	1031	1
81	874	1
470	1125	1
532	13	1
516	1620	1
765	761	1
3	1895	1
309	363	1
124	767	1
680	595	1
54	1025	1
2	1149	1
747	1342	1
98	1646	1
478	1608	1
108	1390	1
757	1059	1
217	1128	1
595	934	1
574	953	1
121	613	1
578	1880	1
765	971	1
45	1655	1
808	934	1
765	1462	1
705	1920	1
432	1550	1
578	855	1
794	505	1
285	559	1
446	1671	1
446	1136	1
168	948	1
578	667	1
466	638	1
456	349	1
574	242	1
60	658	1
271	1274	1
258	640	1
524	1517	1
446	82	1
476	1045	1
694	1779	1
106	817	1
730	1512	1
560	866	1
672	1599	1
312	881	1
543	662	1
595	878	1
578	341	1
140	389	1
773	824	1
773	1784	1
694	1757	1
476	928	1
636	826	1
342	1719	1
672	390	1
98	1460	1
648	564	1
672	601	1
645	1799	1
20	492	1
222	1933	1
812	622	1
543	1342	1
144	156	1
494	1690	1
208	2063	1
720	574	1
401	261	1
392	306	1
494	1314	1
179	2045	1
788	765	1
774	1793	1
56	1543	1
787	546	1
312	1274	1
249	567	1
729	660	1
388	1598	1
143	698	1
535	544	1
136	750	1
382	591	1
280	1776	1
574	296	1
578	1986	1
550	2049	1
8	1239	1
696	1920	1
222	1977	1
271	521	1
494	1975	1
636	464	1
140	1132	1
98	981	1
312	143	1
489	222	1
342	1066	1
629	725	1
118	296	1
817	261	1
19	89	1
712	809	1
158	28	1
188	503	1
558	1781	1
721	842	1
585	142	1
567	1620	1
392	132	1
342	1875	1
181	1954	1
124	1085	1
271	1795	1
121	1206	1
446	631	1
465	349	1
774	545	1
325	34	1
57	444	1
648	484	1
179	2020	1
300	210	1
170	1494	1
309	1522	1
334	2068	1
491	541	1
674	658	1
414	197	1
12	1293	1
104	1937	1
222	2103	1
738	1699	1
809	210	1
179	307	1
98	1982	1
164	679	1
673	261	1
200	597	1
280	2011	1
750	2058	1
81	1869	1
524	1204	1
476	1895	1
91	338	1
243	283	1
256	1479	1
476	532	1
765	143	1
578	1817	1
79	1517	1
808	50	1
45	1411	1
765	1801	1
256	2103	1
136	2102	1
280	735	1
121	1115	1
392	1567	1
795	679	1
726	826	1
774	759	1
617	639	1
784	1889	1
356	1864	1
636	229	1
168	1417	1
617	1705	1
147	959	1
712	981	1
547	210	1
446	871	1
493	7	1
578	648	1
249	1869	1
645	1394	1
222	336	1
281	1606	1
745	874	1
414	442	1
574	249	1
366	182	1
550	630	1
432	541	1
494	270	1
220	20	1
665	1845	1
783	2075	1
680	582	1
617	342	1
353	136	1
476	21	1
628	1031	1
392	1187	1
706	875	1
48	679	1
