619	1310	1
712	224	1
122	658	1
170	1187	1
312	934	1
432	1170	1
753	1271	1
111	592	1
409	1057	1
39	1350	1
140	1562	1
494	858	1
574	657	1
578	1545	1
82	1221	1
328	20	1
210	1642	1
491	168	1
694	331	1
747	1517	1
263	1211	1
809	660	1
476	233	1
208	768	1
98	686	1
337	978	1
312	1056	1
718	415	1
66	161	1
12	524	1
208	48	1
426	631	1
121	1201	1
446	1905	1
712	1792	1
787	1020	1
222	1643	1
312	275	1
553	528	1
222	391	1
446	537	1
222	1020	1
578	949	1
491	1741	1
236	629	1
796	1901	1
503	1496	1
323	1815	1
441	454	1
801	40	1
414	1982	1
82	1122	1
550	555	1
494	1658	1
446	1710	1
323	625	1
312	1446	1
551	508	1
597	1450	1
723	1939	1
491	476	1
701	1594	1
641	140	1
526	607	1
717	1880	1
525	1003	1
397	1388	1
576	1205	1
174	1098	1
526	113	1
418	1495	1
323	2099	1
619	2026	1
636	1490	1
328	1716	1
263	180	1
94	72	1
87	856	1
683	1940	1
220	1356	1
121	61	1
765	311	1
601	1699	1
353	54	1
400	126	1
98	1462	1
342	984	1
88	931	1
98	412	1
233	1918	1
244	1906	1
597	844	1
789	175	1
179	87	1
648	1551	1
818	2002	1
397	1120	1
580	1204	1
263	804	1
64	454	1
271	1149	1
476	872	1
494	57	1
578	396	1
694	973	1
54	1576	1
141	2000	1
537	496	1
112	1530	1
241	1869	1
774	1671	1
672	1733	1
512	542	1
578	1224	1
787	1567	1
81	1353	1
577	1625	1
580	1892	1
266	1889	1
208	885	1
578	1504	1
701	30	1
222	596	1
773	1404	1
788	1957	1
334	1274	1
739	958	1
124	1861	1
680	1415	1
271	1797	1
334	1725	1
256	817	1
501	1959	1
91	1171	1
666	2020	1
334	1066	1
42	1620	1
765	984	1
525	1788	1
628	1411	1
342	934	1
147	1594	1
726	938	1
353	1517	1
544	1824	1
508	1608	1
818	32	1
55	546	1
12	1929	1
19	868	1
574	616	1
639	692	1
8	148	1
715	309	1
284	615	1
421	210	1
140	926	1
594	963	1
574	113	1
440	978	1
256	1380	1
765	20	1
162	117	1
595	768	1
312	1737	1
387	1825	1
783	1302	1
613	1440	1
271	176	1
494	105	1
787	992	1
336	1610	1
280	2010	1
564	1749	1
119	201	1
763	1063	1
179	1841	1
535	1030	1
120	2058	1
441	20	1
280	1589	1
280	252	1
440	496	1
550	2103	1
341	301	1
55	1314	1
55	1700	1
151	1672	1
112	1164	1
628	1274	1
573	105	1
694	1485	1
331	1052	1
717	1032	1
476	610	1
444	662	1
241	1100	1
584	210	1
56	97	1
597	1061	1
309	1597	1
474	1895	1
287	758	1
211	415	1
702	1809	1
808	311	1
300	1853	1
55	2084	1
43	364	1
323	1567	1
578	243	1
628	50	1
814	1051	1
578	641	1
446	514	1
456	1646	1
798	86	1
801	1215	1
78	1535	1
712	389	1
814	978	1
652	257	1
491	1773	1
436	1334	1
365	1345	1
650	660	1
789	1063	1
140	332	1
597	54	1
609	2062	1
402	494	1
240	426	1
214	1453	1
12	1422	1
272	283	1
808	711	1
456	393	1
613	717	1
677	2021	1
765	1113	1
17	881	1
256	835	1
446	1820	1
815	144	1
596	2062	1
443	2083	1
332	261	1
17	1360	1
765	275	1
578	656	1
127	1321	1
765	531	1
628	1415	1
765	1233	1
717	1751	1
672	847	1
54	1881	1
622	283	1
311	1792	1
494	1806	1
294	13	1
349	1461	1
210	728	1
729	32	1
356	2041	1
706	319	1
553	858	1
147	1336	1
494	1526	1
491	1645	1
147	1584	1
625	567	1
425	2103	1
491	1705	1
140	1104	1
168	1171	1
787	1815	1
42	1920	1
701	734	1
254	758	1
162	1654	1
292	496	1
751	735	1
578	685	1
578	796	1
811	109	1
476	716	1
208	660	1
312	608	1
680	809	1
287	1360	1
510	1986	1
397	2091	1
300	2002	1
446	983	1
603	1515	1
158	1588	1
394	1360	1
17	2068	1
147	2059	1
271	247	1
648	1777	1
438	2047	1
501	444	1
393	1621	1
659	1871	1
222	1929	1
36	1727	1
487	1350	1
216	1159	1
799	210	1
256	1388	1
659	1336	1
208	2046	1
2	1521	1
263	552	1
140	946	1
121	77	1
288	1869	1
788	840	1
672	1112	1
595	801	1
774	1192	1
216	474	1
794	1594	1
753	329	1
104	337	1
178	567	1
140	416	1
222	1472	1
140	172	1
84	1344	1
309	938	1
595	1376	1
726	1542	1
228	2007	1
222	1877	1
518	1109	1
814	285	1
814	1741	1
348	1571	1
680	1310	1
755	415	1
55	873	1
226	597	1
694	1637	1
814	1398	1
527	978	1
639	698	1
747	20	1
121	210	1
179	345	1
444	86	1
230	84	1
312	495	1
393	1348	1
323	1720	1
600	1089	1
382	855	1
578	818	1
140	692	1
764	261	1
87	1542	1
25	1982	1
672	412	1
546	1122	1
773	1426	1
773	1831	1
518	1958	1
45	416	1
439	370	1
54	1093	1
494	1929	1
774	1276	1
712	906	1
670	1449	1
140	1725	1
